1 1.62662 1.62662 0
2 1.65961 1.64311 0.0116634
3 1.64365 1.64329 0.00777701
4 1.65377 1.64591 0.00625807
5 1.68467 1.65366 0.00855181
6 1.66135 1.65494 0.00722172
7 1.65842 1.65544 0.00620705
8 1.6412 1.65366 0.00568056
9 1.59744 1.64741 0.00775778
10 1.68896 1.65157 0.00801754
11 1.64757 1.6512 0.00729692
12 1.61665 1.64832 0.00723477
13 1.64869 1.64835 0.00667831
14 1.60953 1.64558 0.00675239
15 1.64402 1.64548 0.00630304
16 1.66525 1.64671 0.00602907
17 1.65181 1.64701 0.00568186
18 1.6802 1.64885 0.00565744
19 1.65607 1.64923 0.00537242
20 1.63384 1.64847 0.00515861
