1 -5.43294 -5.43294 0
2 -5.46742 -5.45018 0.012192
3 -5.44857 -5.44964 0.00813972
4 -5.4603 -5.45231 0.00652593
5 -5.49069 -5.45998 0.00862517
6 -5.46838 -5.46138 0.00730041
7 -5.465 -5.4619 0.00627572
8 -5.44651 -5.45998 0.00577853
9 -5.40427 -5.45379 0.00777416
10 -5.49758 -5.45817 0.00813745
11 -5.45497 -5.45788 0.00740285
12 -5.42327 -5.45499 0.007326
13 -5.45549 -5.45503 0.00676256
14 -5.41635 -5.45227 0.00682072
15 -5.45155 -5.45222 0.00636618
16 -5.47324 -5.45353 0.00610231
17 -5.45908 -5.45386 0.00575207
18 -5.4885 -5.45578 0.00574536
19 -5.46496 -5.45627 0.00546323
20 -5.441 -5.4555 0.00524309
