1 0.888616 0.888616 0
2 0.88873 0.888673 4.01661e-05
3 0.888497 0.888614 5.49017e-05
4 0.888594 0.888609 4.14045e-05
5 0.888082 0.888504 0.000100066
6 0.888653 0.888529 8.64284e-05
7 0.888092 0.888466 9.39039e-05
8 0.888367 0.888454 8.29904e-05
9 0.888156 0.888421 8.00916e-05
10 0.888083 0.888387 7.88795e-05
11 0.888441 0.888392 7.186e-05
12 0.887974 0.888357 7.38284e-05
13 0.887905 0.888322 7.58975e-05
14 0.888397 0.888328 7.06637e-05
15 0.888169 0.888317 6.67417e-05
16 0.888406 0.888323 6.2801e-05
17 0.888546 0.888336 6.04604e-05
18 0.887904 0.888312 6.16765e-05
19 0.888711 0.888333 6.19092e-05
20 0.888379 0.888335 5.88565e-05
