1 -3.37797 -3.37797 0
2 -3.37947 -3.37872 0.000528575
3 -3.37658 -3.378 0.000681594
4 -3.37818 -3.37805 0.000512656
5 -3.37767 -3.37797 0.000415643
6 -3.37869 -3.37809 0.000363246
7 -3.37823 -3.37811 0.000311915
8 -3.37696 -3.37797 0.000304337
9 -3.37848 -3.37803 0.00027585
10 -3.38028 -3.37825 0.000327637
11 -3.37906 -3.37833 0.000306001
12 -3.37828 -3.37832 0.000280524
13 -3.37845 -3.37833 0.000259115
14 -3.37847 -3.37834 0.000240782
15 -3.37919 -3.3784 0.000231244
16 -3.37964 -3.37848 0.000229443
17 -3.37893 -3.3785 0.000217493
18 -3.37995 -3.37858 0.000219797
19 -3.38054 -3.37869 0.000231088
20 -3.37881 -3.37869 0.00021962
21 -3.37974 -3.37874 0.000214806
22 -3.38063 -3.37883 0.000221569
23 -3.37882 -3.37883 0.000211936
24 -3.37957 -3.37886 0.000205333
25 -3.37788 -3.37882 0.000200831
26 -3.37789 -3.37878 0.000196283
27 -3.38 -3.37883 0.000194102
28 -3.37795 -3.3788 0.000189678
29 -3.37751 -3.37875 0.000188268
30 -3.37832 -3.37874 0.00018254
31 -3.38007 -3.37878 0.000181628
32 -3.37902 -3.37879 0.000176107
33 -3.37708 -3.37874 0.000178221
34 -3.37854 -3.37873 0.000173073
35 -3.37827 -3.37872 0.00016862
36 -3.37887 -3.37872 0.000163991
37 -3.37682 -3.37867 0.000167393
38 -3.37858 -3.37867 0.000163007
39 -3.37896 -3.37868 0.000159004
40 -3.37818 -3.37866 0.000155515
41 -3.3792 -3.37868 0.00015228
42 -3.37755 -3.37865 0.000151018
43 -3.37846 -3.37865 0.000147571
44 -3.37548 -3.37857 0.00016085
45 -3.37734 -3.37855 0.00015961
46 -3.37901 -3.37856 0.000156463
47 -3.3808 -3.3786 0.000160266
48 -3.38039 -3.37864 0.000161211
49 -3.3791 -3.37865 0.000158195
50 -3.37686 -3.37861 0.000159036
