1 1.91506 1.91506 0
2 2.08556 2.00031 0.0602799
3 2.09327 2.0313 0.0474878
4 2.08508 2.04474 0.0374713
5 2.11243 2.05828 0.0323301
6 2.17199 2.07723 0.0320183
7 2.18029 2.09196 0.0306428
8 2.16026 2.10049 0.0279766
9 2.16217 2.10735 0.0256937
10 2.18725 2.11534 0.0243351
11 2.15656 2.11908 0.0224095
12 2.15105 2.12175 0.0206998
13 2.14736 2.12372 0.019201
14 2.14006 2.12489 0.0178649
15 2.1504 2.12659 0.0167547
16 2.14555 2.12777 0.0157494
17 2.20663 2.13241 0.0154911
18 2.21455 2.13697 0.0152879
19 2.23398 2.14208 0.015312
20 2.22653 2.1463 0.0151175
