1 1.27671 1.27671 0
2 1.39037 1.33354 0.0401866
3 1.39551 1.3542 0.0316585
4 1.39006 1.36316 0.0249809
5 1.40829 1.37219 0.0215534
6 1.44799 1.38482 0.0213455
7 1.45353 1.39464 0.0204285
8 1.44017 1.40033 0.0186511
9 1.44145 1.4049 0.0171291
10 1.45817 1.41022 0.0162234
11 1.43771 1.41272 0.0149397
12 1.43403 1.4145 0.0137998
13 1.43157 1.41581 0.0128007
14 1.42671 1.41659 0.01191
15 1.4336 1.41772 0.0111698
16 1.43037 1.41851 0.0104996
17 1.47109 1.42161 0.0103274
18 1.47637 1.42465 0.0101919
19 1.48932 1.42805 0.010208
20 1.48436 1.43087 0.0100783
